0	0.11914262448921764115	0.12261543365406374351
1	0.10781233441997889466	0.10625623946134310494
2	0.09684856840224086161	0.09282322554676804283
3	0.09933046634793626928	0.10829626017478186095
4	0.08956609013275036724	0.08700457912261423676
6	0.08175531247933408296	0.08554787329666967144
8	0.07170335314107345592	0.07755699510146853159
10	0.06732883004548223527	0.07259360616333103422
13	0.05765631619121087265	0.06180240354733922137
16	0.06196650141430176673	0.06603405749329030461
20	0.05324248776812475631	0.05747042290435263462
24	0.05280660154083329644	0.05538150671974535755
28	0.05294759423108831575	0.05462648682643751752
33	0.04849912997626919936	0.05016212703665455519
38	0.04756811311205504100	0.04864091696785879937
43	0.04567944789744521339	0.04657998498613478283
48	0.04438960993955168299	0.04533225963783193285
53	0.04283158099071968788	0.04398713159505822368
58	0.04236493010815975402	0.04362332299820730758
