0	0.01667951572150855322	0.01665259925916496089
1	0.01195985361377887093	0.01352153884884376399
2	0.01282356587316265360	0.01199232997766816466
3	0.01126716038109972819	0.01251325784572354487
4	0.00894707258535378663	0.00960685741595002952
6	0.00836957972835105334	0.00885992654045619776
8	0.00787256578168094544	0.00807677196747563081
10	0.00993207421716852876	0.01012428171112917351
13	0.00712863202121516697	0.00767218319334820632
16	0.00721670501290731618	0.00714036400870594109
20	0.00711636498914102258	0.00806029394026130941
24	0.00575884371730664944	0.00646209897492064193
28	0.00497067073968346200	0.00548779761435272927
33	0.00523089538774145109	0.00540217571620756152
38	0.00509354708957904245	0.00558865716895764683
43	0.00491107679391254801	0.00552348565337287562
48	0.00414111347140712956	0.00461356788791142652
53	0.00394609665034253727	0.00440315275023067491
58	0.00378178004416960395	0.00419807974302627979
63	0.00366060341852453416	0.00399651002296427891
68	0.00381177490229484299	0.00417442701450493944
73	0.00358178398359348168	0.00390284957393071926
78	0.00381044425274255655	0.00407934538371848131
83	0.00344587071883454762	0.00372337915446311002
88	0.00346206672584858238	0.00372098252333654712
93	0.00348169717304651133	0.00373983845398568682
98	0.00338030571407521054	0.00357960165359327365
103	0.00339646287112869679	0.00364684489611950087
108	0.00335917903033664282	0.00356141304799985825
113	0.00336001260519748100	0.00356376971176291168
118	0.00337926604311555119	0.00356936019140585356
123	0.00333096854109971811	0.00349917465463469093
128	0.00332518291084592200	0.00348928372557567694
133	0.00332101951762691109	0.00349306261690818590
138	0.00333456018291998588	0.00351509771363861133
143	0.00331413398948030274	0.00347397584215841009
148	0.00332932020753280581	0.00350200583961752772
153	0.00331293884240429354	0.00346163493467422072
158	0.00331144468373245626	0.00346784205981907597
163	0.00331096140000484334	0.00346143275994216125
168	0.00330848894631734225	0.00345160514308580791
173	0.00330767480054467052	0.00345014673276812728
178	0.00330753092767565367	0.00344930198150544647
183	0.00330675684142812433	0.00344800963713388269
188	0.00330690838545765788	0.00344861640953985976
193	0.00330656016535376676	0.00344722719880485862
198	0.00330658015486295660	0.00344446919157453003
