N_atom, run_time (sec)
4, 0.024616003036499023
3, 0.01771259307861328
12, 0.09006905555725098
2, 0.014873027801513672
10, 0.07672500610351562
6, 0.027306556701660156
8, 0.044814109802246094
8, 0.03950667381286621
12, 0.09082913398742676
5, 0.02342510223388672
2, 0.014317512512207031
4, 0.03003215789794922
10, 0.057421207427978516
2, 0.013882875442504883
12, 0.08183884620666504
8, 0.04166579246520996
2, 0.0141143798828125
5, 0.02565765380859375
8, 0.039859771728515625
4, 0.023157835006713867
11, 0.08309292793273926
8, 0.08004117012023926
6, 0.03535294532775879
2, 0.014186859130859375
12, 0.09562325477600098
12, 0.07557535171508789
12, 0.08605194091796875
8, 0.051635026931762695
4, 0.02223038673400879
2, 0.014206409454345703
8, 0.03936147689819336
3, 0.01637554168701172
12, 0.07650375366210938
9, 0.04693126678466797
10, 0.056510210037231445
11, 0.0747978687286377
7, 0.04151272773742676
10, 0.1099085807800293
8, 0.044237613677978516
4, 0.024707317352294922
9, 0.04653477668762207
4, 0.029160737991333008
12, 0.08823347091674805
5, 0.025177001953125
8, 0.046774864196777344
10, 0.06610274314880371
7, 0.03978919982910156
10, 0.06966209411621094
9, 0.04957985877990723
6, 0.03396320343017578
8, 0.051123857498168945
7, 0.039080142974853516
8, 0.045408010482788086
4, 0.022780895233154297
6, 0.0354161262512207
10, 0.05599260330200195
4, 0.022679567337036133
16, 0.1705167293548584
2, 0.014283418655395508
6, 0.04154348373413086
9, 0.046690940856933594
10, 0.05525064468383789
3, 0.016817569732666016
8, 0.043975830078125
9, 0.05717802047729492
12, 0.08036160469055176
2, 0.014273643493652344
3, 0.01652073860168457
7, 0.03864908218383789
2, 0.01890397071838379
12, 0.08916735649108887
7, 0.038522958755493164
4, 0.022492408752441406
8, 0.04207801818847656
12, 0.08141398429870605
2, 0.015501737594604492
5, 0.028940916061401367
7, 0.04064536094665527
11, 0.0705864429473877
10, 0.056140899658203125
5, 0.025525331497192383
9, 0.04494500160217285
9, 0.058849334716796875
10, 0.06092381477355957
8, 0.04650378227233887
10, 0.05643653869628906
3, 0.016600608825683594
9, 0.05974411964416504
4, 0.022031784057617188
12, 0.16100645065307617
4, 0.025297880172729492
6, 0.036127567291259766
10, 0.056168317794799805
10, 0.05707430839538574
3, 0.017824649810791016
8, 0.04703116416931152
4, 0.022226333618164062
9, 0.048621177673339844
8, 0.04471731185913086
2, 0.013840675354003906
10, 0.06130218505859375
6, 0.03380537033081055
2, 0.014322280883789062
8, 0.04023385047912598
9, 0.044469356536865234
3, 0.01825428009033203
4, 0.023233413696289062
6, 0.04018998146057129
2, 0.014451265335083008
10, 0.05547070503234863
4, 0.02880716323852539
10, 0.07172703742980957
6, 0.0363001823425293
10, 0.06468915939331055
5, 0.02555108070373535
8, 0.04739809036254883
9, 0.052934885025024414
6, 0.0496363639831543
7, 0.05079483985900879
8, 0.0451045036315918
12, 0.08355712890625
4, 0.03107619285583496
10, 0.05599379539489746
4, 0.02920699119567871
9, 0.05661725997924805
6, 0.038552284240722656
3, 0.01597881317138672
8, 0.04502749443054199
10, 0.06488871574401855
7, 0.04115104675292969
8, 0.047559261322021484
10, 0.06972861289978027
10, 0.06579446792602539
12, 0.07905840873718262
7, 0.04334831237792969
6, 0.03356432914733887
9, 0.04957222938537598
12, 0.09139108657836914
7, 0.039774417877197266
3, 0.016999244689941406
8, 0.04464912414550781
6, 0.03593182563781738
9, 0.045578718185424805
8, 0.048194169998168945
5, 0.03913378715515137
8, 0.04688835144042969
12, 0.08666801452636719
2, 0.014614343643188477
12, 0.08649897575378418
10, 0.06909060478210449
6, 0.03720498085021973
4, 0.03130674362182617
10, 0.06742238998413086
10, 0.06327033042907715
9, 0.054068565368652344
9, 0.04945993423461914
10, 0.06960177421569824
8, 0.049068450927734375
4, 0.023235559463500977
8, 0.04865598678588867
10, 0.05525708198547363
8, 0.05775809288024902
10, 0.06610774993896484
2, 0.013819694519042969
12, 0.09085655212402344
12, 0.12823104858398438
12, 0.09166312217712402
6, 0.029528379440307617
5, 0.02457737922668457
12, 0.09635710716247559
5, 0.034955739974975586
4, 0.0232694149017334
8, 0.06044960021972656
2, 0.014474630355834961
8, 0.08196115493774414
6, 0.04372215270996094
7, 0.03905439376831055
5, 0.02671027183532715
10, 0.16156435012817383
8, 0.07564091682434082
8, 0.04909491539001465
3, 0.016279935836791992
8, 0.04412984848022461
2, 0.014316320419311523
7, 0.03209424018859863
2, 0.01388859748840332
6, 0.03855252265930176
2, 0.014457464218139648
4, 0.02667546272277832
10, 0.06631994247436523
3, 0.017790555953979492
2, 0.019451141357421875
5, 0.024100303649902344
12, 0.07367753982543945
7, 0.03699302673339844
8, 0.04799365997314453
12, 0.09680914878845215
8, 0.04514336585998535
8, 0.04986429214477539
4, 0.021188735961914062
9, 0.05220818519592285
3, 0.017405271530151367
12, 0.08131527900695801
12, 0.10816049575805664
3, 0.017126798629760742
12, 0.07702302932739258
7, 0.0330049991607666
12, 0.09387636184692383
10, 0.06924009323120117
6, 0.03501129150390625
12, 0.09009099006652832
8, 0.045833587646484375
12, 0.07160019874572754
8, 0.04871249198913574
8, 0.04762864112854004
8, 0.04427075386047363
10, 0.06925821304321289
4, 0.02312016487121582
9, 0.05933380126953125
3, 0.01672816276550293
10, 0.04815673828125
8, 0.0453333854675293
2, 0.013939619064331055
8, 0.04659605026245117
9, 0.046996116638183594
12, 0.09486675262451172
10, 0.06037020683288574
2, 0.013646364212036133
6, 0.03644895553588867
8, 0.05768084526062012
2, 0.019076108932495117
7, 0.037305593490600586
3, 0.023749351501464844
6, 0.03891754150390625
11, 0.09910297393798828
12, 0.11117935180664062
8, 0.04340767860412598
6, 0.03452897071838379
5, 0.027714014053344727
8, 0.04717755317687988
8, 0.04893326759338379
7, 0.040323495864868164
2, 0.014402151107788086
8, 0.05097460746765137
7, 0.04095005989074707
8, 0.0419459342956543
2, 0.014918088912963867
7, 0.03796863555908203
7, 0.03964662551879883
10, 0.061257362365722656
2, 0.014291524887084961
10, 0.06103873252868652
6, 0.03350996971130371
8, 0.05019235610961914
4, 0.02415180206298828
12, 0.0932607650756836
10, 0.06247425079345703
10, 0.07007622718811035
6, 0.033712148666381836
2, 0.01428532600402832
7, 0.039602041244506836
4, 0.022688627243041992
5, 0.025182008743286133
9, 0.05395817756652832
9, 0.06106162071228027
8, 0.04924654960632324
9, 0.05019211769104004
5, 0.024088621139526367
12, 0.10097360610961914
2, 0.014796972274780273
5, 0.0262296199798584
12, 0.08691668510437012
10, 0.07896757125854492
7, 0.04005694389343262
2, 0.014327764511108398
10, 0.08784937858581543
7, 0.03639030456542969
10, 0.06372547149658203
9, 0.05982494354248047
12, 0.1027519702911377
12, 0.10193419456481934
12, 0.09662675857543945
2, 0.014980554580688477
6, 0.033454179763793945
9, 0.04961419105529785
8, 0.04861307144165039
12, 0.41767144203186035
8, 0.05185866355895996
12, 0.10408997535705566
7, 0.04456591606140137
10, 0.07343459129333496
10, 0.07031822204589844
5, 0.024791479110717773
12, 0.09783291816711426
6, 0.03644704818725586
12, 0.10308027267456055
3, 0.017028093338012695
12, 0.08887410163879395
10, 0.055169105529785156
5, 0.02563166618347168
9, 0.049308061599731445
4, 0.022169113159179688
8, 0.048175811767578125
4, 0.02111673355102539
7, 0.04401254653930664
10, 0.07091140747070312
4, 0.02323460578918457
12, 0.0923759937286377
8, 0.048299551010131836
3, 0.016583681106567383
7, 0.03964424133300781
10, 0.06290936470031738
3, 0.016714096069335938
8, 0.04216599464416504
9, 0.06083989143371582
10, 0.06314611434936523
5, 0.027768850326538086
2, 0.014395713806152344
6, 0.029809951782226562
4, 0.022533416748046875
5, 0.025082111358642578
16, 0.16047382354736328
10, 0.06779837608337402
8, 0.0467684268951416
6, 0.042679786682128906
10, 0.05919957160949707
4, 0.022342681884765625
4, 0.022411108016967773
9, 0.047858476638793945
6, 0.03659224510192871
4, 0.024658918380737305
6, 0.03623461723327637
8, 0.04620790481567383
4, 0.022051334381103516
5, 0.024689435958862305
12, 0.0995631217956543
10, 0.059326887130737305
10, 0.05740213394165039
10, 0.06465792655944824
5, 0.02405261993408203
10, 0.058709144592285156
10, 0.05843949317932129
9, 0.05870819091796875
9, 0.0460667610168457
6, 0.03523755073547363
3, 0.01731562614440918
9, 0.05765104293823242
5, 0.028543710708618164
12, 0.07475852966308594
8, 0.04838705062866211
10, 0.08511662483215332
12, 0.08401727676391602
5, 0.0244748592376709
12, 0.09726452827453613
5, 0.03471064567565918
6, 0.034592628479003906
4, 0.022286176681518555
10, 0.061068058013916016
8, 0.04982638359069824
4, 0.022833824157714844
12, 0.09934449195861816
10, 0.06873106956481934
8, 0.04896116256713867
5, 0.026369571685791016
12, 0.09434008598327637
7, 0.04007554054260254
2, 0.015021800994873047
2, 0.01389932632446289
2, 0.014383554458618164
10, 0.07079410552978516
9, 0.05861067771911621
6, 0.029839754104614258
9, 0.050487518310546875
10, 0.07432699203491211
8, 0.05775260925292969
8, 0.057700157165527344
6, 0.039511919021606445
3, 0.016844511032104492
4, 0.022440433502197266
10, 0.05946516990661621
8, 0.043633222579956055
7, 0.036568403244018555
12, 0.1020967960357666
12, 0.09517240524291992
5, 0.026249408721923828
9, 0.06232619285583496
5, 0.024489164352416992
11, 0.08977365493774414
12, 0.10047769546508789
7, 0.03892803192138672
12, 0.09389567375183105
2, 0.01395273208618164
11, 0.09070086479187012
8, 0.05073070526123047
12, 0.10382986068725586
2, 0.014039278030395508
3, 0.016629457473754883
4, 0.02197742462158203
4, 0.03219175338745117
4, 0.022335052490234375
6, 0.03524899482727051
10, 0.0661306381225586
10, 0.06129026412963867
8, 0.0508885383605957
8, 0.0524744987487793
5, 0.028218507766723633
8, 0.04655337333679199
4, 0.023592233657836914
11, 0.08800959587097168
2, 0.014209270477294922
9, 0.04774832725524902
10, 0.06662225723266602
5, 0.027640581130981445
10, 0.07110333442687988
6, 0.03788042068481445
8, 0.04485273361206055
12, 0.10423398017883301
4, 0.0230715274810791
6, 0.03583812713623047
11, 0.08510541915893555
2, 0.013779163360595703
8, 0.0483851432800293
5, 0.026689767837524414
3, 0.01681828498840332
12, 0.09042596817016602
8, 0.048427581787109375
12, 0.08976340293884277
6, 0.040642499923706055
8, 0.047321319580078125
4, 0.023082256317138672
5, 0.027659893035888672
12, 0.07623791694641113
8, 0.0570986270904541
8, 0.052229881286621094
10, 0.06707954406738281
10, 0.058229923248291016
8, 0.08373761177062988
12, 0.09885859489440918
5, 0.02408599853515625
8, 0.04761624336242676
10, 0.058368682861328125
8, 0.05994153022766113
9, 0.05795788764953613
4, 0.0236358642578125
4, 0.02343583106994629
10, 0.06858611106872559
5, 0.02407217025756836
6, 0.03431296348571777
9, 0.04873251914978027
3, 0.017195701599121094
12, 0.09006404876708984
10, 0.06337213516235352
10, 0.05634593963623047
8, 0.051712989807128906
4, 0.022188663482666016
12, 0.10066366195678711
6, 0.03746485710144043
8, 0.04828763008117676
10, 0.0599365234375
3, 0.016788005828857422
7, 0.03937816619873047
3, 0.016938209533691406
8, 0.04604816436767578
6, 0.043343305587768555
10, 0.06697273254394531
10, 0.06595540046691895
8, 0.049102067947387695
12, 0.09137582778930664
16, 0.17740750312805176
8, 0.04743695259094238
5, 0.028539657592773438
4, 0.022431612014770508
8, 0.051831960678100586
12, 0.09924173355102539
6, 0.03865551948547363
6, 0.03571605682373047
12, 0.09998345375061035
10, 0.06522583961486816
12, 0.0914297103881836
9, 0.05501961708068848
12, 0.11742949485778809
10, 0.06402897834777832
12, 0.13541650772094727
5, 0.03261280059814453
8, 0.051726341247558594
8, 0.05176401138305664
3, 0.017045021057128906
3, 0.016952991485595703
3, 0.016025781631469727
5, 0.026565074920654297
15, 0.13295269012451172
10, 0.06270027160644531
4, 0.02970147132873535
4, 0.023469924926757812
3, 0.01620006561279297
8, 0.043141841888427734
8, 0.04759788513183594
7, 0.03916215896606445
8, 0.04486894607543945
7, 0.03933429718017578
11, 0.0700063705444336
2, 0.013867616653442383
8, 0.046765804290771484
10, 0.06140780448913574
7, 0.038984060287475586
8, 0.040224313735961914
2, 0.014445781707763672
7, 0.03766059875488281
3, 0.016823291778564453
12, 0.08863210678100586
12, 0.09612870216369629
8, 0.04129934310913086
4, 0.023955106735229492
4, 0.023458003997802734
10, 0.06429100036621094
10, 0.06317853927612305
10, 0.05826568603515625
8, 0.04242086410522461
9, 0.04900336265563965
10, 0.05601048469543457
10, 0.06915163993835449
10, 0.0660858154296875
11, 0.0762782096862793
6, 0.03327178955078125
2, 0.015304803848266602
3, 0.017114639282226562
9, 0.0460362434387207
8, 0.045332908630371094
12, 0.10526752471923828
3, 0.01710343360900879
12, 0.10994124412536621
5, 0.026595592498779297
7, 0.042600154876708984
3, 0.016754865646362305
2, 0.01438283920288086
6, 0.03443551063537598
10, 0.12390017509460449
9, 0.054737091064453125
6, 0.029452085494995117
7, 0.04005575180053711
8, 0.08136916160583496
10, 0.06600594520568848
4, 0.023403644561767578
7, 0.039339542388916016
5, 0.024639606475830078
12, 0.09558463096618652
7, 0.038159847259521484
12, 0.09014463424682617
6, 0.03864765167236328
10, 0.08134317398071289
11, 0.08024239540100098
12, 0.08302092552185059
4, 0.020952939987182617
8, 0.05056953430175781
12, 0.08989930152893066
16, 0.15600895881652832
5, 0.028441429138183594
6, 0.03429150581359863
2, 0.014407873153686523
5, 0.0264432430267334
3, 0.01639533042907715
8, 0.04762434959411621
10, 0.055536746978759766
10, 0.06690597534179688
8, 0.04672813415527344
8, 0.04368448257446289
5, 0.022305727005004883
4, 0.023859262466430664
10, 0.05159807205200195
10, 0.07928967475891113
2, 0.014379739761352539
6, 0.034908294677734375
10, 0.06162309646606445
5, 0.025084733963012695
8, 0.048314571380615234
12, 0.07365822792053223
9, 0.053916215896606445
2, 0.01448822021484375
7, 0.03917264938354492
5, 0.027590036392211914
11, 0.08824300765991211
7, 0.046207427978515625
11, 0.08560752868652344
3, 0.01678943634033203
8, 0.04519248008728027
10, 0.06353592872619629
10, 0.0577397346496582
12, 0.0795586109161377
8, 0.040926456451416016
10, 0.061130523681640625
10, 0.058425188064575195
3, 0.01605844497680664
3, 0.016947507858276367
9, 0.04593014717102051
3, 0.016771554946899414
9, 0.047132253646850586
4, 0.02238631248474121
3, 0.017659902572631836
4, 0.02601170539855957
8, 0.052341461181640625
5, 0.02633523941040039
12, 0.08883190155029297
5, 0.024393796920776367
4, 0.028395414352416992
8, 0.05272221565246582
12, 0.09314990043640137
2, 0.013968944549560547
12, 0.10268735885620117
10, 0.05201315879821777
6, 0.03754878044128418
8, 0.04622149467468262
12, 0.0846567153930664
10, 0.06970620155334473
6, 0.02982616424560547
10, 0.06020379066467285
6, 0.03421592712402344
10, 0.07546329498291016
3, 0.016721248626708984
8, 0.04417824745178223
8, 0.059004783630371094
8, 0.04889273643493652
4, 0.02347254753112793
3, 0.016932964324951172
6, 0.037014007568359375
10, 0.0658729076385498
2, 0.014068603515625
9, 0.049059152603149414
6, 0.03650546073913574
16, 0.19784784317016602
6, 0.0387575626373291
2, 0.015209674835205078
5, 0.042456626892089844
10, 0.08531999588012695
10, 0.07724452018737793
3, 0.016775131225585938
8, 0.0512087345123291
10, 0.06321001052856445
2, 0.014117002487182617
7, 0.039218902587890625
4, 0.032866477966308594
6, 0.03582477569580078
11, 0.09658169746398926
4, 0.02393317222595215
3, 0.016600370407104492
3, 0.01653003692626953
4, 0.021990537643432617
2, 0.013869047164916992
5, 0.03462076187133789
8, 0.04653310775756836
7, 0.04180026054382324
10, 0.06932687759399414
5, 0.028571128845214844
2, 0.014860868453979492
9, 0.05321907997131348
7, 0.04056692123413086
8, 0.0476682186126709
10, 0.06789875030517578
6, 0.03645777702331543
4, 0.023311376571655273
8, 0.04887723922729492
8, 0.08185791969299316
2, 0.013929605484008789
7, 0.04097604751586914
2, 0.01934957504272461
4, 0.024190425872802734
4, 0.02339005470275879
4, 0.022159814834594727
12, 0.09676384925842285
8, 0.05065011978149414
12, 0.07909536361694336
10, 0.07223081588745117
10, 0.053400278091430664
10, 0.06641149520874023
6, 0.036882638931274414
2, 0.014343976974487305
5, 0.026747941970825195
7, 0.04236555099487305
10, 0.061626434326171875
6, 0.03439521789550781
3, 0.016688108444213867
5, 0.025627851486206055
4, 0.023166656494140625
12, 0.09850335121154785
4, 0.03184771537780762
6, 0.04076385498046875
7, 0.04160594940185547
8, 0.050257205963134766
3, 0.01650834083557129
2, 0.015008926391601562
8, 0.04731297492980957
9, 0.06230306625366211
5, 0.02602362632751465
7, 0.04893136024475098
5, 0.023145675659179688
10, 0.07036757469177246
2, 0.015397310256958008
5, 0.02971792221069336
11, 0.08145904541015625
4, 0.021909475326538086
8, 0.0480799674987793
10, 0.059797048568725586
4, 0.022427797317504883
4, 0.021903276443481445
8, 0.0515742301940918
10, 0.068328857421875
7, 0.037273406982421875
4, 0.02227497100830078
12, 0.10135483741760254
10, 0.05828523635864258
6, 0.04562830924987793
10, 0.0612492561340332
8, 0.048853397369384766
9, 0.06170940399169922
5, 0.02502894401550293
4, 0.029213666915893555
8, 0.051831722259521484
8, 0.04388618469238281
12, 0.09504842758178711
6, 0.03621077537536621
5, 0.026749134063720703
12, 0.09670042991638184
10, 0.05800008773803711
5, 0.027551889419555664
2, 0.01384878158569336
6, 0.034973859786987305
10, 0.06264233589172363
10, 0.08116841316223145
10, 0.05493593215942383
5, 0.027916669845581055
10, 0.06761598587036133
5, 0.026999473571777344
9, 0.05605578422546387
4, 0.02167487144470215
2, 0.019324779510498047
3, 0.016844987869262695
9, 0.05464601516723633
4, 0.025857210159301758
7, 0.03999781608581543
10, 0.05929684638977051
12, 0.09542679786682129
4, 0.025363922119140625
14, 0.10631728172302246
4, 0.025421857833862305
2, 0.014636516571044922
6, 0.037180423736572266
3, 0.016815900802612305
6, 0.03395271301269531
5, 0.026039838790893555
7, 0.04267168045043945
8, 0.043221473693847656
2, 0.013783931732177734
3, 0.016730785369873047
2, 0.01388239860534668
7, 0.0403592586517334
11, 0.09975767135620117
4, 0.02378225326538086
10, 0.057951927185058594
8, 0.05192971229553223
11, 0.09432530403137207
6, 0.03621339797973633
10, 0.07578277587890625
2, 0.01450490951538086
10, 0.0638437271118164
2, 0.014338016510009766
8, 0.04515361785888672
4, 0.02319645881652832
6, 0.04124593734741211
2, 0.01392507553100586
7, 0.04375743865966797
10, 0.06286740303039551
7, 0.0430605411529541
4, 0.021932363510131836
12, 0.09576416015625
6, 0.027917146682739258
11, 0.09202456474304199
8, 0.05955076217651367
8, 0.04978513717651367
6, 0.029407739639282227
5, 0.027857065200805664
8, 0.05382251739501953
10, 0.06339144706726074
2, 0.019743680953979492
10, 0.06730055809020996
6, 0.03615212440490723
2, 0.01388096809387207
3, 0.016880512237548828
2, 0.01421809196472168
6, 0.03712749481201172
7, 0.08567500114440918
5, 0.02572774887084961
8, 0.0484464168548584
5, 0.026448965072631836
2, 0.013769149780273438
7, 0.04015326499938965
8, 0.046634674072265625
3, 0.016546010971069336
10, 0.06479096412658691
16, 0.14748120307922363
4, 0.02205371856689453
10, 0.05649518966674805
10, 0.06289553642272949
5, 0.0240018367767334
10, 0.08639812469482422
8, 0.04351449012756348
4, 0.02328324317932129
8, 0.047588348388671875
10, 0.059111833572387695
8, 0.05151486396789551
8, 0.055187225341796875
8, 0.0477139949798584
8, 0.04797482490539551
8, 0.049623966217041016
8, 0.04970359802246094
10, 0.06368112564086914
9, 0.05810070037841797
12, 0.12323260307312012
6, 0.040787458419799805
10, 0.05919528007507324
8, 0.041782379150390625
9, 0.05498766899108887
10, 0.05376720428466797
2, 0.013893604278564453
4, 0.022441864013671875
6, 0.036839962005615234
6, 0.0372166633605957
6, 0.034235477447509766
8, 0.08252358436584473
7, 0.040964603424072266
5, 0.0274045467376709
10, 0.06202197074890137
10, 0.06793570518493652
2, 0.014299392700195312
3, 0.016972780227661133
9, 0.048641204833984375
6, 0.03637528419494629
9, 0.049825429916381836
9, 0.057610511779785156
3, 0.016713619232177734
7, 0.04122281074523926
6, 0.036382198333740234
7, 0.041297197341918945
4, 0.021259546279907227
4, 0.02270960807800293
6, 0.0361783504486084
10, 0.05590391159057617
12, 0.08161616325378418
10, 0.058953285217285156
12, 0.09112763404846191
12, 0.11359786987304688
6, 0.03527331352233887
8, 0.04827523231506348
10, 0.06862688064575195
5, 0.024321317672729492
10, 0.11886882781982422
8, 0.04573559761047363
12, 0.09140706062316895
6, 0.03938627243041992
7, 0.044352054595947266
3, 0.01609039306640625
10, 0.05934858322143555
9, 0.05196952819824219
4, 0.021806716918945312
8, 0.045851707458496094
12, 0.10177111625671387
2, 0.01369786262512207
12, 0.07903599739074707
2, 0.014424800872802734
6, 0.03779006004333496
9, 0.04817032814025879
3, 0.016959428787231445
2, 0.020035982131958008
12, 0.07573962211608887
2, 0.014343738555908203
10, 0.062306880950927734
4, 0.024296283721923828
2, 0.014322280883789062
7, 0.042391061782836914
8, 0.04511666297912598
12, 0.0921018123626709
12, 0.09497308731079102
10, 0.05467414855957031
2, 0.013908624649047852
2, 0.013719797134399414
12, 0.10414767265319824
9, 0.04688858985900879
2, 0.019289016723632812
8, 0.04154229164123535
10, 0.05825209617614746
8, 0.050473690032958984
6, 0.03968453407287598
4, 0.02349543571472168
7, 0.044007062911987305
8, 0.04208850860595703
12, 0.09996867179870605
7, 0.043463945388793945
5, 0.026796817779541016
8, 0.05052995681762695
2, 0.013692378997802734
8, 0.04494762420654297
40, 2.065966844558716
8, 0.052015066146850586
6, 0.03386092185974121
6, 0.03621983528137207
5, 0.024753808975219727
10, 0.07451534271240234
8, 0.051195383071899414
10, 0.06579184532165527
3, 0.013542652130126953
10, 0.07534432411193848
10, 0.06249666213989258
2, 0.01633286476135254
2, 0.01096653938293457
5, 0.02256941795349121
2, 0.011598587036132812
10, 0.07010555267333984
6, 0.03766489028930664
10, 0.06076550483703613
